pmid,title,abstract,journal,publicationDate,doi,firstAuthor,lastAuthor,authorAffiliations,meshTags,keywords
40443568,Borderline Personality Disorder Diagnoses in Facial Plastic Surgery: A Large Database Analysis.,"To determine the prevalence of borderline personality disorder among patients who undergo facial plastic surgery and identify associated demographics, clinical characteristics, and outcomes. Retrospective cohort. More than 80 health care organizations across the United States. This retrospective cohort study queried the TriNetX Research Network to identify patients who underwent facial plastic surgeries during 2012 to 2023. Demographics, clinical characteristics, and outcomes were compared between patients with and without a diagnosis of borderline personality disorder. Among 60,792 patients, there were 309 (0.51%) with a diagnosis of borderline personality disorder (mean age 45.0; 77% female, 22% male) and 60,453 controls (mean age 54.7; 63.4% female, 34.5% male). Patients with borderline personality disorder were younger ( Patients with borderline personality disorder are more likely to be younger, female, undergo rhinoplasty, have additional psychiatric comorbidities, and present to the hospital at baseline and during the recovery period.",OTO open,2025,10.1002/oto2.70135,F Jeffrey Lorenz,Scott G Walen,Department of Otolaryngology-Head and Neck Surgery Penn State Hershey Medical Center Hershey Pennsylvania USA.; Department of Otolaryngology-Head and Neck Surgery Penn State Hershey Medical Center Hershey Pennsylvania USA.; Department of Otolaryngology-Head and Neck Surgery Penn State Hershey Medical Center Hershey Pennsylvania USA.; Department of Otolaryngology-Head and Neck Surgery Penn State Hershey Medical Center Hershey Pennsylvania USA.,N/A,"borderline personality disorder, facial plastic surgery, type B personality disorder"
40449287,Patient factors associated with tracheoesophageal prosthesis complications: A retrospective TriNetX study.,"Tracheoesophageal puncture (TEP) with voice prothesis placement is a common method for voice restoration following total laryngectomy (TL). This study aims to determine patient factors associated with the need for more frequent TEP changes and maintenance in addition to TEP-associated complications. Patients who underwent TEP procedure were identified in the TriNetX Research Network. Cohorts were stratified by comorbidities, including diabetes, GERD, esophageal stricture, hypo/hyperthyroidism, tobacco and alcohol use, radiation history, and primary versus secondary TEP. Kaplan-Meier analyses assessed time to prosthesis change, and risks of complications, including fistula formation, local infection, prosthesis leak, aspiration pneumonia, and dysphagia, were calculated. Among 4145 patients identified, diabetes was associated with increased risk of prosthesis leak and dysphagia. Hypothyroidism, GERD, and esophageal strictures were linked to higher rates of fistula formation, infection, prosthesis leak, aspiration pneumonia, and dysphagia. Primary TEP was associated with increased fistula and infection rates compared to secondary TEP. Radiation and tobacco use were significantly associated with dysphagia, and tobacco and alcohol use with higher infection and aspiration risks. Average time to TEP change was 72 days. Patients with GERD (HR 1.17, 95 % CI [1.06-1.29]) and esophageal stricture (HR 1.13, 95 % CI [1.02-1.26]) required more frequent prosthesis changes. Understanding factors that affect TEP function and longevity can help optimize patient selection for TEP following TL. Patients at increased risk for complications resulting in the need for more frequent TEP changes should be carefully counseled during the discussion of voicing options following TL.",American journal of otolaryngology,2025-05-20,10.1016/j.amjoto.2025.104681,Sandhya Ganesan,Arjun Joshi,"The Division of Otolaryngology - Head & Neck Surgery, The George Washington University School of Medicine and Health Sciences, Washington, DC, United States of America; The Renaissance School of Medicine at Stony Brook University, Stony Brook, NY, United States of America. Electronic address: sganesan@mfa.gwu.edu.; The Division of Otolaryngology - Head & Neck Surgery, The George Washington University School of Medicine and Health Sciences, Washington, DC, United States of America. Electronic address: sofiafinestone@gwmail.gwu.edu.; Department of Hearing and Speech Sciences, Faculty of Allied Health Sciences, Kuwait University, Kuwait; Department of Speech-Language Pathology, Faculty of Medicine, University of Toronto, Toronto, Canada. Electronic address: sana.smaoui@ku.edu.kw.; The Division of Otolaryngology - Head & Neck Surgery, The George Washington University School of Medicine and Health Sciences, Washington, DC, United States of America. Electronic address: timshaver11@email.gwu.edu.; The Division of Otolaryngology - Head & Neck Surgery, The George Washington University School of Medicine and Health Sciences, Washington, DC, United States of America.; The Division of Otolaryngology - Head & Neck Surgery, The George Washington University School of Medicine and Health Sciences, Washington, DC, United States of America. Electronic address: pthakkar@mfa.gwu.edu.; The Division of Otolaryngology - Head & Neck Surgery, The George Washington University School of Medicine and Health Sciences, Washington, DC, United States of America. Electronic address: ajoshi@mfa.gwu.edu.",N/A,"Total laryngectomy, Tracheoesophageal puncture, Voice restoration"
40455102,"Folate intake, tissue levels, and colorectal cancer deaths in a national cohort established before folic acid fortification.","The relationship between folate and the risk of colorectal cancer (CRC) remains inconclusive. To control for the interference from folic acid fortification, we assessed the relationship between folate intake, serum folate, and red blood cell (RBC) folate levels and the risk of CRC death in a cohort established before fortification. We analyzed the data of 14,528 adults aged 19 years or older who participated in the National Health and Nutrition Examination Survey (1988-1994) as the baseline examination and were followed through December 31, 2006. Hazard ratios (HR) of CRC deaths were estimated for individuals with different folate intake and biomarker levels. Covariates included age, sex, family income, race/ethnicity, cigarette smoking, alcohol drinking, serum cotinine, vitamin supplements, and dietary energy intake. After 192,973 person-years (pys) of follow-up with a mean of 14 years, 78 CRC deaths were recorded. The CRC death rate was 0.75/1000 pys, 0.39/1000 pys, and 0.29/1000 pys for adults with low (lower quarter), moderate, and high (upper quarter) total dietary folate equivalent (tDFE, including both dietary and supplemental intake of folate); the adjusted HR was 0.12 (95% CI = 0.03, 0.45) for adults with high, and 0.51 (0.24, 1.11) for moderate tDFE compared to adults with low tDFE (p for trend = 0.09). Similar trends appeared with statistical significance for serum folate but not for dietary folate intake and RBC folate. With minimum interference from folic acid fortification, high folate intake was found to be associated with a reduced risk of CRC death.",European journal of nutrition,2025-06-02,10.1007/s00394-025-03720-y,Anunay Bhattachary,Jian Zhang,"Department of Biostatistics, Epidemiology and Environmental Health Sciences, Jiann-Ping Hsu College of Public Health, Georgia Southern University, PO Box 8015, Statesboro, GA, USA.; School of Nursing, Georgia Southern University, Statesboro, GA, USA.; Department of Biostatistics, Epidemiology and Environmental Health Sciences, Jiann-Ping Hsu College of Public Health, Georgia Southern University, PO Box 8015, Statesboro, GA, USA.; Department of Biostatistics, Epidemiology and Environmental Health Sciences, Jiann-Ping Hsu College of Public Health, Georgia Southern University, PO Box 8015, Statesboro, GA, USA.; Department of Biostatistics, Epidemiology and Environmental Health Sciences, Jiann-Ping Hsu College of Public Health, Georgia Southern University, PO Box 8015, Statesboro, GA, USA. jianzhang@georgiasouthern.edu.","Humans, Folic Acid, Colorectal Neoplasms, Female, Male, Middle Aged, Food, Fortified, Adult, Nutrition Surveys, Cohort Studies, Diet, Aged, Dietary Supplements, Erythrocytes, Risk Factors, United States, Proportional Hazards Models, Young Adult, Follow-Up Studies","Colorectal cancer, Folate, Follow-up studies, Mortality, NHANES"
40455496,Assessing availability of depression severity indicators in electronic health record data: A retrospective study in two large academic health care systems in the United States.,"The high prevalence of major depressive disorder (MDD) combined with low treatment response supports continued research in this area. Electronic health records (EHR) are an important real-world data source for such MDD research, yet indicators of depression severity, a key confounder, are unreliably available. We examined the availability of depression severity indicators in the EHR and identified patient characteristics associated with having a severity indicator available for patients with an MDD diagnosis. We leveraged EHR data from academic health systems in Colorado and Utah from 2016 to 2021 to calculate the proportion of MDD encounters with a severity indicator from two sources in the EHR (diagnosis codes and Patient Health Questionnaire-9 total scores). We compared characteristics between patients with and without severity indicators using chi-square and t tests. We also estimated the proportional agreement between the two sources of severity. Among 1.55 million encounters with an MDD diagnosis from 2016 to 2021, 38% had a severity indicator available from the diagnosis code or Patient Health Questionnaire-9 total score. Availability increased from 28% in 2016 to 47% in 2021. Overall agreement was low at the MDD encounter level. Hispanic patients and those with anxiety, bipolar disorder, posttraumatic stress disorder, attention-deficit/hyperactivity disorder, and substance use disorder were more likely to have a severity indicator. While availability of depression severity in EHR data is increasing, it remains low. Researchers wanting to use depression severity data from the EHR should be cognizant of the potential impact of missing severity on their research and be cautious about using diagnosis codes and Patient Health Questionnaire-9 scores as indicators of severity in isolation. (PsycInfo Database Record (c) 2025 APA, all rights reserved).",Psychological services,2025-06-02,10.1037/ser0000969,Heather D Anderson,Casey Tak,"Department of Clinical Pharmacy, Skaggs School of Pharmacy and Pharmaceutical Sciences, University of Colorado Anschutz Medical Campus.; Department of Pharmacy Systems, Outcomes and Policy, University of Illinois Chicago.; Department of Population Health Sciences, University of Utah.; Department of Clinical Pharmacy, Skaggs School of Pharmacy and Pharmaceutical Sciences, University of Colorado Anschutz Medical Campus.; Department of Clinical Pharmacy, Skaggs School of Pharmacy and Pharmaceutical Sciences, University of Colorado Anschutz Medical Campus.; Department of Pharmacotherapy, College of Pharmacy, University of Utah.",N/A,N/A
40455735,Association of initiating CYP2D6-metabolized opioids with risks of adverse outcomes in older adults receiving antidepressants: A retrospective cohort study.,"The safety of pharmacokinetic opioid-antidepressant interactions may be affected by the sequence in which the drug is initiated. Previous literature showed that initiation of cytochrome P450 (CYP) 2D6-inhibiting versus CYP2D6-neutral antidepressants concomitantly with existing CYP2D6-metabolized opioids (i.e., antidepressant-triggered interaction) was associated with heightened risks of adverse outcomes (e.g., worsening pain). However, little is known about whether and to what extent the risks exist when CYP2D6-metabolized opioids are initiated on existing antidepressants (i.e., opioid-triggered interaction), a more common pattern of concomitant use of these two drugs. The study aims to examine the association of initiation of CYP2D6-metabolized opioids with risks of adverse outcomes among older nursing home residents who already received antidepressants. We conducted a retrospective cohort study using a 100% Medicare nursing home sample linked to Medicare claims and Minimum Data Set (MDS) assessments from January 1, 2010, to December 31, 2021. Participants included long-term care residents 65 years of age or older who initiated CYP2D6-metabolized opioids while already receiving antidepressants for at least 30 days. The key exposure was the use of CYP2D6-inhibiting (versus CYP2D6-neutral) antidepressants concomitantly with CYP2D6-metabolized opioids, with day 1 of antidepressant-opioid concomitant use designated as cohort entry. Patients were followed from cohort entry until the end of 1 year, nursing home discharge, death, or study end (12/31/2021). Seven adverse outcomes included worsening pain, physical function, and depression, and counts of pain-related hospitalizations and emergency department (ED) visits, opioid use disorder (OUD), and opioid overdose (OD). We identified 127,200 older nursing home long-term residents who initiated CYP2D6-metabolized opioids while already receiving antidepressants (mean [SD] age, 84.4 [8.7] years). After covariate adjustment via inverse probability of treatment weighting, use of CYP2D6-inhibiting (versus CYP2D6-neutral) antidepressants concomitantly with CYP2D6-metabolized opioids was associated with a higher risk of worsening pain (relative risk:1.04 [95% CI, 1.02, 1.06]; P < 0.001; risk difference (RD): 1.1% [95% CI, 0.6%, 1.6%]) and a higher incidence rate of pain-related hospitalizations (incidence rate ratio [IRR]:1.13 [95% CI, 1.04, 1.22]; P = 0.003; RD: 1.21 [95% CI, 0.39, 1.89] per 1,000 patient-years) and pain-related ED visits (IRR = 1.17 [95% CI, 1.07, 1.29]; P = 0.003; RD: 0.85 [95% CI, 0.29, 1.41] per 1,000 patient-years), with no difference in physical function, depression, OUD, and OD. Main study limitations included unmeasured confounding and limited generalizability. This cohort study of older nursing home residents showed that initiation of CYP2D6-metabolized opioids on existing CYP2D6-inhibiting (versus CYP2D6-neutral) antidepressants was associated with increased risk of worsening pain, pain-related hospitalizations, and pain-related ED visits, although the relative and absolute risks are small to moderate. Clinicians should be aware of potential worsening pain and hospital and ED visits due to pain among patients who used CYP2D6-metabolizing opioids concomitantly with antidepressants, particularly those with CYP2D6-inhibiting antidepressants.",PLoS medicine,2025-06-01,10.1371/journal.pmed.1004620,Yu-Jung Jenny Wei,Stephan Schmidt,"Division of Pharmaceutics and Pharmacology, College of Pharmacy, The Ohio State University, Columbus, Ohio, United States of America.; Department of Pharmaceutical Outcomes and Policy, College of Pharmacy, University of Florida, Gainesville, Florida, United States of America.; Center for Drug Evaluation and Safety, University of Florida, Gainesville, Florida, United States of America.; Department of Epidemiology, Colleges of Medicine and Public Health & Health Professions, University of Florida, Gainesville, Florida, United States of America.; Department of Community Health and Family Medicine, College of Medicine, University of Florida, Gainesville, Florida, United States of America.; Pain Research and Intervention Center of Excellence, University of Florida, Gainesville, Florida, United States of America.; Department of Statistics, College of Liberal Arts and Sciences, University of Florida, Gainesville, Florida, United States of America.; Department of Neurology, McKnight Brain Institute, University of Florida, Gainesville, Florida, United States of America.; Department of Pharmaceutics, College of Pharmacy, University of Florida, Gainesville, Florida, United States of America.","Humans, Analgesics, Opioid, Aged, Cytochrome P-450 CYP2D6, Antidepressive Agents, Male, Retrospective Studies, Female, Aged, 80 and over, Cytochrome P-450 CYP2D6 Inhibitors, Drug Interactions, United States, Nursing Homes, Medicare",N/A
40461104,Cohort Profile: The Ontario Mental Health and Intersectionality Data Surveillance (Ontario-MINDS) Cohort.,N/A,International journal of epidemiology,2025-04-12,10.1093/ije/dyaf076,Kelly K Anderson,Britney Le,"Department of Epidemiology and Biostatistics, Schulich School of Medicine and Dentistry, Western University, London, ON, Canada.; Department of Psychiatry, Schulich School of Medicine and Dentistry, Western University, London, ON, Canada.; ICES Western, London Health Sciences Centre Research Institute, London, ON, Canada.; Children's Health Research Institute, London, ON, Canada.; Department of Epidemiology and Biostatistics, Schulich School of Medicine and Dentistry, Western University, London, ON, Canada.; Centre for Addiction and Mental Health, Toronto, ON, Canada.; Department of Psychiatry, University of Toronto, Toronto, ON, Canada.; Hamilton Health Sciences, Hamilton, ON, Canada.; ICES Western, London Health Sciences Centre Research Institute, London, ON, Canada.",N/A,"birth cohort, children and youth, health administrative data, mental disorders, substance-use disorders"
40463549,Residential Ozone and Risk of Chronic Obstructive Pulmonary Disease in the United States: Demographic Differences in the All of Us Research Program.,"The understanding of the complex interactions among ozone, temperature, various atmospheric conditions, and the intricate mixtures that make up the air exposome remains limited. Whether exposure to ozone concentrations consistently below current U.S. regulatory limits (70 ppb, 8-hour average) is associated with newly-diagnosed chronic obstructive pulmonary disease (COPD) is unclear, especially among demographic subgroups. We examined associations between residential ozone and incident COPD in a large prospective cohort study in the U.S., and assessed heterogeneity by demographic subgroups. The All of Us research program followed >848,000 volunteers enrolled in 2017-2023. Among 596, 926 participants whom consented to the release of EHR data, annual average ozone concentrations from satellite measurements from 2000-2016 were linked to residential location for 376,535 participants. Multivariable Cox regression was used to estimate associations between ozone and incident COPD over the study period, adjusting for co-exposures and potential confounders. We assessed effect modification using cross-product terms and stratified analyses with race, sex, age, income, and smoking status. To account for non-probabilistic sampling, we applied cell weighting based on the distribution of key factors from the 2018-2022 American Community Survey. We identified 7,907 incident COPD cases over an average 4-year follow-up. Residential ozone concentrations (Median: 37.75 ppb, Min-Max: 29.79-51.39) were similar across subgroups. Overall, we observed a positive, non-monotonic relationship between ozone and COPD risk, driven by the highest quartile of exposure (HR  Even consistently below U.S. regulatory limits, the respiratory effects of ozone were apparent independent of smoking. Our findings provide greater precision into which subgroups might be more susceptible.",medRxiv : the preprint server for health sciences,2025-05-14,10.1101/2025.05.13.25327336,Shelton Lo,Jason Y Y Wong,N/A,N/A,N/A
40466339,Association between SSRI use and cardiovascular outcomes in patients with coronary artery disease and generalized anxiety disorder: A real-world cohort study.,"Coronary artery disease (CAD) is a leading cause of cardiovascular mortality, and generalized anxiety disorder (GAD) is highly prevalent among CAD patients, worsening cardiovascular outcomes. While selective serotonin reuptake inhibitors (SSRIs) are first-line treatments for anxiety disorders, their impact on cardiovascular prognosis in patients with CAD and GAD remains unclear. This retrospective cohort study utilized real-world data from the TriNetX database. Patients diagnosed with both CAD and GAD between 2016 and 2025 were included and categorized into SSRI users and non-users. Propensity score matching (PSM) was applied to balance baseline characteristics. The primary outcome was major adverse cardiovascular events (MACE), including myocardial infarction, stroke, and all-cause mortality. Secondary outcomes included individual MACE components and all-cause hospitalization. Hazard ratios (HRs) were estimated using Cox proportional hazards models. After 1:1 PSM, 54,526 SSRIs users and 54,526 non-users were analyzed. SSRIs use was significantly associated with a lower one-year risk of MACE (HR: 0.77, 95 % CI: 0.74-0.81, p < 0.001). Similar protective effects were observed across secondary outcomes and subgroups, such as diabetes mellitus, obesity, dyslipidemia, and nicotine dependence. Landmark analyses confirmed consistent results. Negative control analyses showed no significant differences, minimizing bias. SSRIs use is associated with a lower one-year MACE rate in patients with CAD and GAD. These findings highlight the potential cardiovascular benefits of SSRIs in this population. Further clinical trials are warranted to validate these results and explore long-term effects.",Atherosclerosis,2025-06-02,10.1016/j.atherosclerosis.2025.120390,Jheng-Yan Wu,Yu-Min Lin,"Department of Nutrition, Chi Mei Medical Centre, Tainan, Taiwan; Department of Public Health, College of Medicine, National Cheng Kung University, Tainan, Taiwan. Electronic address: andy10271@gmail.com.; Division of Hepatogastroenterology, Department of Internal Medicine, Chi Mei Medical Centre, Tainan, Taiwan. Electronic address: tnfsh801107@gmail.com.; Department of Anesthesiology, E-Da Hospital, I-Shou University, Kaohsiung City, Taiwan. Electronic address: kaochiali321@gmail.com.; Department of Anesthesiology, Chi Mei Medical Centre, Tainan, Taiwan. Electronic address: ed102605@gmail.com.; Department of Public Health, College of Medicine, National Cheng Kung University, Tainan, Taiwan. Electronic address: tsung.yu.ncku@gmail.com.; Division of Cardiology, Department of Internal Medicine, Chi Mei Medical Centre, Chiali, Tainan, Taiwan. Electronic address: xxpil305a@gmail.com.",N/A,"CAD, GAD, MACE, SSRI"
40480966,Maternal Prenatal Cannabis Use and Major Structural Birth Defects.,"We evaluated associations between prenatal cannabis use and major structural birth defects of the child. This population-based retrospective cohort study comprised singleton births (January 2011-July 2020) universally screened for substance use at entrance to prenatal care. Prenatal cannabis use was defined as self-reported use or a positive toxicology test during pregnancy. Electronic health record and birth certificate data were used to identify 38 specific major structural birth defects within 8 organ systems (i.e., central nervous, eye, ear, cardiac, orofacial/respiratory, gastrointestinal, genitourinary/renal, and musculoskeletal). Modified Poisson regression models were conducted adjusting for propensity scores. Of 363,952 infants, 22,494(6.2%) were exposed to maternal prenatal cannabis use, and 6094 infants (2.17%) had a major structural birth defect. Maternal prenatal cannabis use was associated with gastroschisis in the unadjusted (RR = 2.00, 95% CI: 1.25-3.19) and other non-cannabis prenatal substance use (aRR = 1.68; 95% CI: 1.04-2.71) adjusted models, but not in the models adjusted for maternal age or the propensity score. Maternal prenatal cannabis use was associated with omphalocele in the unadjusted model (RR = 3.04; 95% CI: 1.42-6.48), maternal age-adjusted model (aRR = 3.54; 95% CI: 1.68-7.48), other prenatal substance use-adjusted model (aRR = 3.31; 95% CI: 1.50-7.31), and propensity score adjusted model (aRR: 2.92, 95% CI: 1.26-6.77). Cases of gastroschisis and omphalocele were rare: n = 172 (0.05%) and n = 48 (0.01%), respectively. No associations emerged between maternal prenatal cannabis use and any other birth defects. Findings were replicated when cannabis was defined by toxicology testing only. Maternal prenatal cannabis use was associated with an increased risk for gastroschisis and omphalocele. Clinicians should provide counseling in a supportive manner to pregnant individuals about the potential harms associated with prenatal cannabis use.",Birth defects research,2025-06-01,10.1002/bdr2.2492,Lyndsay A Avalos,Kelly C Young-Wolff,"Division of Research, Kaiser Permanente Northern California, Pleasanton, California, USA.; Division of Research, Kaiser Permanente Northern California, Pleasanton, California, USA.; Division of Research, Kaiser Permanente Northern California, Pleasanton, California, USA.; Division of Research, Kaiser Permanente Northern California, Pleasanton, California, USA.; Division of Research, Kaiser Permanente Northern California, Pleasanton, California, USA.; Kaiser Permanente Santa Rosa Medical Center, Santa Rosa, California, USA.; Regional Offices, Kaiser Permanente Northern California, Oakland, California, USA.; Regional Offices, Kaiser Permanente Northern California, Oakland, California, USA.; Public Health Institute, Oakland, California, USA.; Public Health Institute, Oakland, California, USA.; Division of Research, Kaiser Permanente Northern California, Pleasanton, California, USA.; Department of Psychiatry and Behavioral Sciences, University of California, San Francisco, California, USA.","Humans, Female, Pregnancy, Retrospective Studies, Congenital Abnormalities, Adult, Marijuana Use, Cannabis, Infant, Newborn, Gastroschisis, Male, Prenatal Exposure Delayed Effects, Young Adult, Maternal Exposure","birth defects, cannabis, gastroschisis, marijuana, omphalocele, pregnancy"
40491188,"Prevalence and Temporal Trends of Mental Disorders in Persons with Opioid Use Disorder and Concurrent Mental Disorders in British Columbia, Canada, Using Population-Level Administrative Data, 2013 to 2021: Prévalence et tendances temporelles des troubles mentaux chez les personnes souffrant d'un trouble lié à la consommation d'opioïdes et de troubles mentaux concomitants en Colombie-Britannique, au Canada, à partir de données administratives au niveau de la population, entre 2013 et 2021.","ObjectiveOpioid use is a major public health issue and associated with a broad range of comorbid mental disorders. Globally, there is considerable variability in reported rates of mental disorders among individuals with opioid use disorder (OUD), limiting timely intervention and evidence-based treatment among this population. We estimate the prevalence of specific mental disorders among individuals with a concurrent OUD using population-level administrative data in British Columbia, Canada.MethodA population-based retrospective observational study using individual-level linked health administrative data in British Columbia, Canada. Individuals with an OUD and concurrent mental disorder between January 1, 2013, and August 31, 2021, were included and followed from their first indication of OUD until censoring (death, administrative loss to follow-up, or August 31, 2021). We reported annual period (2013-2021) prevalence rates and age-standardized prevalence rates per 100,000 population (stratified by sex).ResultsThe population included 73,855 individuals (female 40.6%, median age, 36 [27-48]) with an OUD and concurrent mental disorder. During the observation period anxiety disorders were the most prevalent (91.7%) mental disorders followed by depression (73.6%), bipolar disorder (35.3%), schizophrenia spectrum disorders (20.4%), and personality disorders (19.5%). Among the population, the annual period prevalence of any mental disorder increased from 35,603 in 2013 to 60,940 in 2021, with an average annual percent difference of 7.0%, driven by increases in schizophrenia spectrum disorders and attention deficit/hyperactivity disorder. Overall, the annual age-standardized prevalence of any mental disorder was higher among males.ConclusionsOur findings demonstrate a steadily growing prevalence of people with OUD and a concurrent mental disorder and emphasize the need for access to mental disorder treatment among this population. Estimating specific mental disorder prevalence is a pragmatic step toward informing clinical guidelines, service needs, and health system planning.",Canadian journal of psychiatry. Revue canadienne de psychiatrie,2025-06-09,10.1177/07067437251347150,Angela Russolillo,Bohdan Nosyk,"Centre for Advancing Health Outcomes, Vancouver, BC, Canada.; School of Nursing, University of British Columbia, Vancouver, BC, Canada.; Providence Health Care, Mental Health Program, Vancouver, BC, Canada.; Centre for Advancing Health Outcomes, Vancouver, BC, Canada.; Centre for Cardiovascular Innovation, Department of Medicine, University of British Columbia, Vancouver, BC, Canada.; Centre for Advancing Health Outcomes, Vancouver, BC, Canada.; Faculty of Health Sciences, Simon Fraser University, Burnaby, BC, Canada.",N/A,"anxiety, depression, epidemiology prevalence, mental disorders, opioid use disorder, population data"
40491879,Cannabis use disorder and severe sepsis outcomes in cancer patients: Insights from a national inpatient sample.,"The burden of cannabis use disorder (CUD) in the context of its prevalence and subsequent cardiopulmonary outcomes among cancer patients with severe sepsis is unclear. To address this knowledge gap, especially due to rising patterns of cannabis use and its emerging pharmacological role in cancer. By applying relevant International Classification of Diseases, Ninth and Tenth Revision, Clinical Modification codes to the National Inpatient Sample database between 2016-2020, we identified CUD(+) and CUD(-) arms among adult cancer admissions with severe sepsis. Comparing the two cohorts, we examined baseline demographic characteristics, epidemiological trends, major adverse cardiac and cerebrovascular events, respiratory failure, hospital cost, and length of stay. We used the Pearson  We identified a total of 743520 cancer patients admitted with severe sepsis, of which 4945 had CUD. Demographically, the CUD(+) cohort was more likely to be younger (median age = 58  CUD(+) cancer patients with severe sepsis, who tended to be younger, black, males with higher rates of substance use and depression had paradoxically significantly lower odds of all-cause in-hospital mortality and respiratory failure. Future research should aim to better elucidate the underlying mechanisms for these observations.",World journal of critical care medicine,2025-06-09,10.5492/wjccm.v14.i2.100844,Avinaash R Sager,Akhil Jain,"Internal Medicine, St. Elizabeth's Medical Center, Boston, MA 02135, United States.; Outcomes Research, Independent Researcher, Atlanta, GA 30033, United States.; Public Health, Adelphi University, Garden City, NY 11530, United States.; Internal Medicine, East Tennessee State University, Johnson, TN 37614, United States.; Internal Medicine, SRM Medical College Hospital and Research Center, Potheri 603211, India.; Internal Medicine, SRM Medical College Hospital and Research Center, Potheri 603211, India.; Department of Nephrology, University of Alabama at Birmingham, Birmingham, AL 35001, United States.; Internal Medicine, Kasturba Hospital, Manipal 576104, India.; Infectious Diseases, Deenanath Hospital, Erandwane 411004, India.; Department of Hematology and Medical Oncology, University of Iowa Hospitals and Clinics, Iowa, IA 52242, United States. akhiljaindr@gmail.com.",N/A,"Cancer, Cannabis/marijuana, Cardiovascular outcomes, Major adverse cardiac and cerebrovascular events, Pulmonological complications, Sepsis"
